LAUS Code,State FIPS,County FIPS,County Name/State Abbreviation,Period,Force,Employed,Unemployed,rate
CN1202700000000,12,027,"DeSoto County, FL",May-19,"14,465     ","14,013     ",452     ,3.1
CN1202900000000,12,029,"Dixie County, FL",May-19,"5,817     ","5,616     ",201     ,3.5
CN1203100000000,12,031,"Duval County, FL",May-19,"488,009     ","472,465     ","15,544     ",3.2
CN1203300000000,12,033,"Escambia County, FL",May-19,"145,824     ","141,392     ","4,432     ",3.0
CN1203500000000,12,035,"Flagler County, FL",May-19,"47,046     ","45,286     ","1,760     ",3.7
CN1203700000000,12,037,"Franklin County, FL",May-19,"4,803     ","4,641     ",162     ,3.4
CN1203900000000,12,039,"Gadsden County, FL",May-19,"18,666     ","17,919     ",747     ,4.0
CN1204100000000,12,041,"Gilchrist County, FL",May-19,"7,037     ","6,801     ",236     ,3.4
CN1204300000000,12,043,"Glades County, FL",May-19,"5,682     ","5,478     ",204     ,3.6
CN1204500000000,12,045,"Gulf County, FL",May-19,"5,838     ","5,557     ",281     ,4.8
CN1204700000000,12,047,"Hamilton County, FL",May-19,"4,327     ","4,161     ",166     ,3.8
CN1204900000000,12,049,"Hardee County, FL",May-19,"8,493     ","8,091     ",402     ,4.7
CN1205100000000,12,051,"Hendry County, FL",May-19,"15,853     ","15,122     ",731     ,4.6
CN1205300000000,12,053,"Hernando County, FL",May-19,"71,543     ","68,603     ","2,940     ",4.1
CN1205500000000,12,055,"Highlands County, FL",May-19,"36,326     ","34,736     ","1,590     ",4.4
CN1205700000000,12,057,"Hillsborough County, FL",May-19,"745,993     ","723,555     ","22,438     ",3.0
CN1205900000000,12,059,"Holmes County, FL",May-19,"7,004     ","6,765     ",239     ,3.4
CN1206100000000,12,061,"Indian River County, FL",May-19,"65,226     ","62,813     ","2,413     ",3.7
CN1206300000000,12,063,"Jackson County, FL",May-19,"17,402     ","16,789     ",613     ,3.5
CN1206500000000,12,065,"Jefferson County, FL",May-19,"5,588     ","5,403     ",185     ,3.3
CN1206700000000,12,067,"Lafayette County, FL",May-19,"2,888     ","2,806     ",82     ,2.8
CN1206900000000,12,069,"Lake County, FL",May-19,"158,321     ","153,421     ","4,900     ",3.1
CN1207100000000,12,071,"Lee County, FL",May-19,"345,234     ","334,730     ","10,504     ",3.0
CN1207300000000,12,073,"Leon County, FL",May-19,"154,069     ","149,589     ","4,480     ",2.9
CN1207500000000,12,075,"Levy County, FL",May-19,"16,723     ","16,110     ",613     ,3.7
CN1207700000000,12,077,"Liberty County, FL",May-19,"2,653     ","2,557     ",96     ,3.6
CN1207900000000,12,079,"Madison County, FL",May-19,"7,475     ","7,210     ",265     ,3.5
CN1208100000000,12,081,"Manatee County, FL",May-19,"180,133     ","174,784     ","5,349     ",3.0
CN1208300000000,12,083,"Marion County, FL",May-19,"137,269     ","132,133     ","5,136     ",3.7
CN1208500000000,12,085,"Martin County, FL",May-19,"74,285     ","72,052     ","2,233     ",3.0
CN1208600000000,12,086,"Miami-Dade County, FL",May-19,"1,374,809     ","1,341,271     ","33,538     ",2.4
CN1208700000000,12,087,"Monroe County, FL",May-19,"46,864     ","45,935     ",929     ,2.0
CN1208900000000,12,089,"Nassau County, FL",May-19,"40,861     ","39,721     ","1,140     ",2.8
CN1209100000000,12,091,"Okaloosa County, FL",May-19,"98,049     ","95,563     ","2,486     ",2.5
CN1209300000000,12,093,"Okeechobee County, FL",May-19,"17,948     ","17,370     ",578     ,3.2
CN1209500000000,12,095,"Orange County, FL",May-19,"759,130     ","737,766     ","21,364     ",2.8
CN1209700000000,12,097,"Osceola County, FL",May-19,"183,323     ","177,628     ","5,695     ",3.1
CN1209900000000,12,099,"Palm Beach County, FL",May-19,"733,666     ","710,891     ","22,775     ",3.1
CN1210100000000,12,101,"Pasco County, FL",May-19,"236,718     ","228,674     ","8,044     ",3.4
CN1210300000000,12,103,"Pinellas County, FL",May-19,"491,818     ","477,355     ","14,463     ",2.9
CN1210500000000,12,105,"Polk County, FL",May-19,"303,558     ","292,715     ","10,843     ",3.6
CN1210700000000,12,107,"Putnam County, FL",May-19,"26,801     ","25,677     ","1,124     ",4.2
CN1210900000000,12,109,"St. Johns County, FL",May-19,"131,605     ","128,292     ","3,313     ",2.5
CN1211100000000,12,111,"St. Lucie County, FL",May-19,"145,475     ","139,904     ","5,571     ",3.8
CN1211300000000,12,113,"Santa Rosa County, FL",May-19,"82,808     ","80,500     ","2,308     ",2.8
CN1211500000000,12,115,"Sarasota County, FL",May-19,"189,243     ","183,569     ","5,674     ",3.0
CN1211700000000,12,117,"Seminole County, FL",May-19,"254,496     ","247,241     ","7,255     ",2.9
CN1211900000000,12,119,"Sumter County, FL",May-19,"32,657     ","31,168     ","1,489     ",4.6
CN1212100000000,12,121,"Suwannee County, FL",May-19,"18,071     ","17,493     ",578     ,3.2
CN1212300000000,12,123,"Taylor County, FL",May-19,"8,335     ","8,056     ",279     ,3.3
CN1212500000000,12,125,"Union County, FL",May-19,"4,646     ","4,520     ",126     ,2.7
CN1212700000000,12,127,"Volusia County, FL",May-19,"254,288     ","245,737     ","8,551     ",3.4
CN1212900000000,12,129,"Wakulla County, FL",May-19,"14,776     ","14,355     ",421     ,2.8
CN1213100000000,12,131,"Walton County, FL",May-19,"31,979     ","31,129     ",850     ,2.7
CN1213300000000,12,133,"Washington County, FL",May-19,"9,783     ","9,476     ",307     ,3.1
CN1300100000000,13,001,"Appling County, GA",May-19,"9,159     ","8,803     ",356     ,3.9
CN1300300000000,13,003,"Atkinson County, GA",May-19,"4,663     ","4,529     ",134     ,2.9
CN1300500000000,13,005,"Bacon County, GA",May-19,"5,082     ","4,910     ",172     ,3.4
CN1300700000000,13,007,"Baker County, GA",May-19,"1,145     ","1,092     ",53     ,4.6
CN1300900000000,13,009,"Baldwin County, GA",May-19,"17,393     ","16,714     ",679     ,3.9
CN1301100000000,13,011,"Banks County, GA",May-19,"9,595     ","9,344     ",251     ,2.6
CN1301300000000,13,013,"Barrow County, GA",May-19,"40,150     ","39,037     ","1,113     ",2.8
CN1301500000000,13,015,"Bartow County, GA",May-19,"50,177     ","48,614     ","1,563     ",3.1
CN1301700000000,13,017,"Ben Hill County, GA",May-19,"5,288     ","5,015     ",273     ,5.2
CN1301900000000,13,019,"Berrien County, GA",May-19,"7,433     ","7,180     ",253     ,3.4
CN1302100000000,13,021,"Bibb County, GA",May-19,"67,578     ","65,015     ","2,563     ",3.8
CN1302300000000,13,023,"Bleckley County, GA",May-19,"4,567     ","4,353     ",214     ,4.7
CN1302500000000,13,025,"Brantley County, GA",May-19,"7,252     ","6,973     ",279     ,3.8
CN1302700000000,13,027,"Brooks County, GA",May-19,"6,834     ","6,615     ",219     ,3.2
CN1302900000000,13,029,"Bryan County, GA",May-19,"18,274     ","17,763     ",511     ,2.8
CN1303100000000,13,031,"Bulloch County, GA",May-19,"36,749     ","35,482     ","1,267     ",3.4
CN1303300000000,13,033,"Burke County, GA",May-19,"9,119     ","8,669     ",450     ,4.9
CN1303500000000,13,035,"Butts County, GA",May-19,"10,676     ","10,319     ",357     ,3.3
CN1303700000000,13,037,"Calhoun County, GA",May-19,"2,162     ","2,085     ",77     ,3.6
CN1303900000000,13,039,"Camden County, GA",May-19,"20,922     ","20,195     ",727     ,3.5
CN1304300000000,13,043,"Candler County, GA",May-19,"5,559     ","5,412     ",147     ,2.6
CN1304500000000,13,045,"Carroll County, GA",May-19,"54,840     ","53,017     ","1,823     ",3.3
CN1304700000000,13,047,"Catoosa County, GA",May-19,"33,270     ","32,360     ",910     ,2.7
CN1304900000000,13,049,"Charlton County, GA",May-19,"4,760     ","4,581     ",179     ,3.8
CN1305100000000,13,051,"Chatham County, GA",May-19,"139,720     ","135,309     ","4,411     ",3.2
CN1305300000000,13,053,"Chattahoochee County, GA",May-19,"1,999     ","1,910     ",89     ,4.5
CN1305500000000,13,055,"Chattooga County, GA",May-19,"10,155     ","9,811     ",344     ,3.4
CN1305700000000,13,057,"Cherokee County, GA",May-19,"135,001     ","131,402     ","3,599     ",2.7
CN1305900000000,13,059,"Clarke County, GA",May-19,"58,755     ","56,782     ","1,973     ",3.4
CN1306100000000,13,061,"Clay County, GA",May-19,845     ,788     ,57     ,6.7
CN1306300000000,13,063,"Clayton County, GA",May-19,"136,902     ","131,296     ","5,606     ",4.1
CN1306500000000,13,065,"Clinch County, GA",May-19,"2,823     ","2,734     ",89     ,3.2
CN1306700000000,13,067,"Cobb County, GA",May-19,"422,650     ","410,393     ","12,257     ",2.9
CN1306900000000,13,069,"Coffee County, GA",May-19,"18,913     ","18,199     ",714     ,3.8
CN1307100000000,13,071,"Colquitt County, GA",May-19,"21,273     ","20,622     ",651     ,3.1
CN1307300000000,13,073,"Columbia County, GA",May-19,"74,945     ","72,789     ","2,156     ",2.9
CN1307500000000,13,075,"Cook County, GA",May-19,"7,943     ","7,700     ",243     ,3.1
CN1307700000000,13,077,"Coweta County, GA",May-19,"74,148     ","72,023     ","2,125     ",2.9
CN1307900000000,13,079,"Crawford County, GA",May-19,"5,579     ","5,375     ",204     ,3.7
CN1308100000000,13,081,"Crisp County, GA",May-19,"9,442     ","9,101     ",341     ,3.6
CN1308300000000,13,083,"Dade County, GA",May-19,"8,141     ","7,888     ",253     ,3.1
CN1308500000000,13,085,"Dawson County, GA",May-19,"12,243     ","11,894     ",349     ,2.9
CN1308700000000,13,087,"Decatur County, GA",May-19,"11,451     ","11,024     ",427     ,3.7
CN1308900000000,13,089,"DeKalb County, GA",May-19,"397,135     ","383,704     ","13,431     ",3.4
CN1309100000000,13,091,"Dodge County, GA",May-19,"7,180     ","6,763     ",417     ,5.8
CN1309300000000,13,093,"Dooly County, GA",May-19,"4,981     ","4,793     ",188     ,3.8
CN1309500000000,13,095,"Dougherty County, GA",May-19,"38,095     ","36,368     ","1,727     ",4.5
CN1309700000000,13,097,"Douglas County, GA",May-19,"72,764     ","70,270     ","2,494     ",3.4
CN1309900000000,13,099,"Early County, GA",May-19,"4,302     ","4,145     ",157     ,3.6
CN1310100000000,13,101,"Echols County, GA",May-19,"1,887     ","1,837     ",50     ,2.6
CN1310300000000,13,103,"Effingham County, GA",May-19,"30,917     ","30,060     ",857     ,2.8
CN1310500000000,13,105,"Elbert County, GA",May-19,"7,570     ","7,302     ",268     ,3.5
CN1310700000000,13,107,"Emanuel County, GA",May-19,"8,306     ","7,948     ",358     ,4.3
CN1310900000000,13,109,"Evans County, GA",May-19,"4,778     ","4,615     ",163     ,3.4
CN1311100000000,13,111,"Fannin County, GA",May-19,"11,497     ","11,133     ",364     ,3.2
CN1311300000000,13,113,"Fayette County, GA",May-19,"57,640     ","55,966     ","1,674     ",2.9
CN1311500000000,13,115,"Floyd County, GA",May-19,"43,562     ","42,044     ","1,518     ",3.5
CN1311700000000,13,117,"Forsyth County, GA",May-19,"121,329     ","118,092     ","3,237     ",2.7
CN1311900000000,13,119,"Franklin County, GA",May-19,"9,875     ","9,531     ",344     ,3.5
CN1312100000000,13,121,"Fulton County, GA",May-19,"553,683     ","534,754     ","18,929     ",3.4
CN1312300000000,13,123,"Gilmer County, GA",May-19,"11,788     ","11,387     ",401     ,3.4
CN1312500000000,13,125,"Glascock County, GA",May-19,"1,270     ","1,222     ",48     ,3.8
CN1312700000000,13,127,"Glynn County, GA",May-19,"39,511     ","38,270     ","1,241     ",3.1
CN1312900000000,13,129,"Gordon County, GA",May-19,"28,005     ","27,174     ",831     ,3.0
CN1313100000000,13,131,"Grady County, GA",May-19,"10,377     ","10,043     ",334     ,3.2
CN1313300000000,13,133,"Greene County, GA",May-19,"6,983     ","6,718     ",265     ,3.8
CN1313500000000,13,135,"Gwinnett County, GA",May-19,"486,567     ","472,308     ","14,259     ",2.9
CN1313700000000,13,137,"Habersham County, GA",May-19,"19,087     ","18,483     ",604     ,3.2
CN1313900000000,13,139,"Hall County, GA",May-19,"101,369     ","98,617     ","2,752     ",2.7
CN1314100000000,13,141,"Hancock County, GA",May-19,"2,423     ","2,304     ",119     ,4.9
CN1314300000000,13,143,"Haralson County, GA",May-19,"12,472     ","12,073     ",399     ,3.2
CN1314500000000,13,145,"Harris County, GA",May-19,"16,686     ","16,187     ",499     ,3.0
CN1314700000000,13,147,"Hart County, GA",May-19,"11,500     ","11,138     ",362     ,3.1
CN1314900000000,13,149,"Heard County, GA",May-19,"5,208     ","5,041     ",167     ,3.2
CN1315100000000,13,151,"Henry County, GA",May-19,"114,824     ","110,858     ","3,966     ",3.5
CN1315300000000,13,153,"Houston County, GA",May-19,"70,322     ","68,064     ","2,258     ",3.2
CN1315500000000,13,155,"Irwin County, GA",May-19,"3,290     ","3,148     ",142     ,4.3
CN1315700000000,13,157,"Jackson County, GA",May-19,"36,161     ","35,234     ",927     ,2.6
CN1315900000000,13,159,"Jasper County, GA",May-19,"6,893     ","6,681     ",212     ,3.1
CN1316100000000,13,161,"Jeff Davis County, GA",May-19,"6,068     ","5,801     ",267     ,4.4
CN1316300000000,13,163,"Jefferson County, GA",May-19,"6,484     ","6,193     ",291     ,4.5
CN1316500000000,13,165,"Jenkins County, GA",May-19,"3,143     ","2,990     ",153     ,4.9
CN1316700000000,13,167,"Johnson County, GA",May-19,"4,084     ","3,937     ",147     ,3.6
CN1316900000000,13,169,"Jones County, GA",May-19,"13,628     ","13,202     ",426     ,3.1
CN1317100000000,13,171,"Lamar County, GA",May-19,"8,165     ","7,869     ",296     ,3.6
CN1317300000000,13,173,"Lanier County, GA",May-19,"3,725     ","3,591     ",134     ,3.6
CN1317500000000,13,175,"Laurens County, GA",May-19,"19,330     ","18,529     ",801     ,4.1
CN1317700000000,13,177,"Lee County, GA",May-19,"14,636     ","14,210     ",426     ,2.9
CN1317900000000,13,179,"Liberty County, GA",May-19,"26,108     ","25,120     ",988     ,3.8
CN1318100000000,13,181,"Lincoln County, GA",May-19,"3,533     ","3,403     ",130     ,3.7
CN1318300000000,13,183,"Long County, GA",May-19,"8,125     ","7,819     ",306     ,3.8
CN1318500000000,13,185,"Lowndes County, GA",May-19,"50,970     ","49,322     ","1,648     ",3.2
CN1318700000000,13,187,"Lumpkin County, GA",May-19,"16,572     ","16,081     ",491     ,3.0
CN1318900000000,13,189,"McDuffie County, GA",May-19,"8,795     ","8,396     ",399     ,4.5
CN1319100000000,13,191,"McIntosh County, GA",May-19,"6,180     ","5,965     ",215     ,3.5
CN1319300000000,13,193,"Macon County, GA",May-19,"4,707     ","4,497     ",210     ,4.5
CN1319500000000,13,195,"Madison County, GA",May-19,"13,211     ","12,820     ",391     ,3.0
CN1319700000000,13,197,"Marion County, GA",May-19,"3,309     ","3,171     ",138     ,4.2
CN1319900000000,13,199,"Meriwether County, GA",May-19,"8,827     ","8,453     ",374     ,4.2
CN1320100000000,13,201,"Miller County, GA",May-19,"2,740     ","2,656     ",84     ,3.1
CN1320500000000,13,205,"Mitchell County, GA",May-19,"8,264     ","7,918     ",346     ,4.2
CN1320700000000,13,207,"Monroe County, GA",May-19,"12,926     ","12,512     ",414     ,3.2
CN1320900000000,13,209,"Montgomery County, GA",May-19,"3,802     ","3,607     ",195     ,5.1
CN1321100000000,13,211,"Morgan County, GA",May-19,"9,149     ","8,882     ",267     ,2.9
CN1321300000000,13,213,"Murray County, GA",May-19,"15,334     ","14,691     ",643     ,4.2
CN1321500000000,13,215,"Muscogee County, GA",May-19,"77,696     ","74,282     ","3,414     ",4.4
CN1321700000000,13,217,"Newton County, GA",May-19,"51,853     ","49,911     ","1,942     ",3.7
CN1321900000000,13,219,"Oconee County, GA",May-19,"19,410     ","18,928     ",482     ,2.5
CN1322100000000,13,221,"Oglethorpe County, GA",May-19,"6,889     ","6,667     ",222     ,3.2
CN1322300000000,13,223,"Paulding County, GA",May-19,"85,392     ","82,957     ","2,435     ",2.9
CN1322500000000,13,225,"Peach County, GA",May-19,"11,780     ","11,325     ",455     ,3.9
CN1322700000000,13,227,"Pickens County, GA",May-19,"15,169     ","14,738     ",431     ,2.8
CN1322900000000,13,229,"Pierce County, GA",May-19,"8,700     ","8,419     ",281     ,3.2
CN1323100000000,13,231,"Pike County, GA",May-19,"8,829     ","8,577     ",252     ,2.9
CN1323300000000,13,233,"Polk County, GA",May-19,"18,335     ","17,682     ",653     ,3.6
CN1323500000000,13,235,"Pulaski County, GA",May-19,"4,050     ","3,887     ",163     ,4.0
CN1323700000000,13,237,"Putnam County, GA",May-19,"8,141     ","7,804     ",337     ,4.1
CN1323900000000,13,239,"Quitman County, GA",May-19,798     ,757     ,41     ,5.1
CN1324100000000,13,241,"Rabun County, GA",May-19,"7,158     ","6,917     ",241     ,3.4
CN1324300000000,13,243,"Randolph County, GA",May-19,"2,512     ","2,398     ",114     ,4.5
CN1324500000000,13,245,"Richmond County, GA",May-19,"84,899     ","81,213     ","3,686     ",4.3
CN1324700000000,13,247,"Rockdale County, GA",May-19,"44,495     ","42,834     ","1,661     ",3.7
CN1324900000000,13,249,"Schley County, GA",May-19,"2,208     ","2,124     ",84     ,3.8
CN1325100000000,13,251,"Screven County, GA",May-19,"5,059     ","4,823     ",236     ,4.7
CN1325300000000,13,253,"Seminole County, GA",May-19,"3,046     ","2,913     ",133     ,4.4
CN1325500000000,13,255,"Spalding County, GA",May-19,"28,499     ","27,378     ","1,121     ",3.9
CN1325700000000,13,257,"Stephens County, GA",May-19,"10,682     ","10,291     ",391     ,3.7
CN1325900000000,13,259,"Stewart County, GA",May-19,"2,407     ","2,305     ",102     ,4.2
CN1326100000000,13,261,"Sumter County, GA",May-19,"12,706     ","12,126     ",580     ,4.6
CN1326300000000,13,263,"Talbot County, GA",May-19,"2,828     ","2,699     ",129     ,4.6
CN1326500000000,13,265,"Taliaferro County, GA",May-19,557     ,536     ,21     ,3.8
CN1326700000000,13,267,"Tattnall County, GA",May-19,"9,438     ","9,082     ",356     ,3.8
CN1326900000000,13,269,"Taylor County, GA",May-19,"3,119     ","3,004     ",115     ,3.7
CN1327100000000,13,271,"Telfair County, GA",May-19,"4,340     ","3,894     ",446     ,10.3
CN1327300000000,13,273,"Terrell County, GA",May-19,"3,494     ","3,316     ",178     ,5.1
CN1327500000000,13,275,"Thomas County, GA",May-19,"16,205     ","15,591     ",614     ,3.8
CN1327700000000,13,277,"Tift County, GA",May-19,"19,584     ","18,980     ",604     ,3.1
CN1327900000000,13,279,"Toombs County, GA",May-19,"11,594     ","11,074     ",520     ,4.5
CN1328100000000,13,281,"Towns County, GA",May-19,"3,920     ","3,744     ",176     ,4.5
CN1328300000000,13,283,"Treutlen County, GA",May-19,"2,667     ","2,549     ",118     ,4.4
CN1328500000000,13,285,"Troup County, GA",May-19,"37,327     ","36,209     ","1,118     ",3.0
CN1328700000000,13,287,"Turner County, GA",May-19,"3,137     ","3,011     ",126     ,4.0
CN1328900000000,13,289,"Twiggs County, GA",May-19,"2,858     ","2,712     ",146     ,5.1
CN1329100000000,13,291,"Union County, GA",May-19,"10,358     ","10,038     ",320     ,3.1
CN1329300000000,13,293,"Upson County, GA",May-19,"11,213     ","10,838     ",375     ,3.3
CN1329500000000,13,295,"Walker County, GA",May-19,"31,037     ","30,084     ",953     ,3.1
CN1329700000000,13,297,"Walton County, GA",May-19,"45,756     ","44,363     ","1,393     ",3.0
CN1329900000000,13,299,"Ware County, GA",May-19,"15,543     ","15,024     ",519     ,3.3
CN1330100000000,13,301,"Warren County, GA",May-19,"2,795     ","2,676     ",119     ,4.3
CN1330300000000,13,303,"Washington County, GA",May-19,"6,976     ","6,699     ",277     ,4.0
CN1330500000000,13,305,"Wayne County, GA",May-19,"11,421     ","11,000     ",421     ,3.7
CN1330700000000,13,307,"Webster County, GA",May-19,"1,000     ",950     ,50     ,5.0
CN1330900000000,13,309,"Wheeler County, GA",May-19,"1,628     ","1,507     ",121     ,7.4
CN1331100000000,13,311,"White County, GA",May-19,"16,235     ","15,828     ",407     ,2.5
CN1331300000000,13,313,"Whitfield County, GA",May-19,"43,160     ","41,571     ","1,589     ",3.7
CN1331500000000,13,315,"Wilcox County, GA",May-19,"2,688     ","2,555     ",133     ,4.9
CN1331700000000,13,317,"Wilkes County, GA",May-19,"3,792     ","3,629     ",163     ,4.3
CN1331900000000,13,319,"Wilkinson County, GA",May-19,"4,004     ","3,843     ",161     ,4.0
CN1332100000000,13,321,"Worth County, GA",May-19,"8,847     ","8,502     ",345     ,3.9
CN1500100000000,15,001,"Hawaii County, HI",May-19,"91,401     ","88,436     ","2,965     ",3.2
CN1500300000000,15,003,"Honolulu County/city, HI",May-19,"447,027     ","435,908     ","11,119     ",2.5
CN1500700000000,15,007,"Kauai County, HI",May-19,"36,400     ","35,525     ",875     ,2.4
CN1500900000000,15,009,"Maui County, HI",May-19,"85,892     ","83,776     ","2,116     ",2.5
CN1600100000000,16,001,"Ada County, ID",May-19,"253,247     ","247,441     ","5,806     ",2.3
CN1600300000000,16,003,"Adams County, ID",May-19,"1,693     ","1,574     ",119     ,7.0
CN1600500000000,16,005,"Bannock County, ID",May-19,"43,094     ","42,007     ","1,087     ",2.5
CN1600700000000,16,007,"Bear Lake County, ID",May-19,"3,009     ","2,940     ",69     ,2.3
CN1600900000000,16,009,"Benewah County, ID",May-19,"4,065     ","3,873     ",192     ,4.7
CN1601100000000,16,011,"Bingham County, ID",May-19,"23,926     ","23,399     ",527     ,2.2
CN1601300000000,16,013,"Blaine County, ID",May-19,"11,796     ","11,479     ",317     ,2.7
CN1601500000000,16,015,"Boise County, ID",May-19,"3,484     ","3,353     ",131     ,3.8
CN1601700000000,16,017,"Bonner County, ID",May-19,"19,783     ","19,046     ",737     ,3.7
CN1601900000000,16,019,"Bonneville County, ID",May-19,"56,889     ","55,657     ","1,232     ",2.2
CN1602100000000,16,021,"Boundary County, ID",May-19,"5,482     ","5,275     ",207     ,3.8
CN1602300000000,16,023,"Butte County, ID",May-19,"1,405     ","1,376     ",29     ,2.1
CN1602500000000,16,025,"Camas County, ID",May-19,681     ,663     ,18     ,2.6
CN1602700000000,16,027,"Canyon County, ID",May-19,"103,538     ","100,624     ","2,914     ",2.8
CN1602900000000,16,029,"Caribou County, ID",May-19,"4,172     ","4,090     ",82     ,2.0
CN1603100000000,16,031,"Cassia County, ID",May-19,"12,222     ","11,930     ",292     ,2.4
CN1603300000000,16,033,"Clark County, ID",May-19,386     ,375     ,11     ,2.8
CN1603500000000,16,035,"Clearwater County, ID",May-19,"2,878     ","2,698     ",180     ,6.3
CN1603700000000,16,037,"Custer County, ID",May-19,"2,271     ","2,197     ",74     ,3.3
CN1603900000000,16,039,"Elmore County, ID",May-19,"11,618     ","11,272     ",346     ,3.0
CN1604100000000,16,041,"Franklin County, ID",May-19,"7,152     ","7,011     ",141     ,2.0
CN1604300000000,16,043,"Fremont County, ID",May-19,"8,026     ","7,875     ",151     ,1.9
CN1604500000000,16,045,"Gem County, ID",May-19,"8,262     ","8,011     ",251     ,3.0
CN1604700000000,16,047,"Gooding County, ID",May-19,"8,225     ","8,041     ",184     ,2.2
CN1604900000000,16,049,"Idaho County, ID",May-19,"6,683     ","6,417     ",266     ,4.0
CN1605100000000,16,051,"Jefferson County, ID",May-19,"14,075     ","13,788     ",287     ,2.0
CN1605300000000,16,053,"Jerome County, ID",May-19,"12,170     ","11,890     ",280     ,2.3
CN1605500000000,16,055,"Kootenai County, ID",May-19,"80,622     ","78,274     ","2,348     ",2.9
CN1605700000000,16,057,"Latah County, ID",May-19,"20,328     ","19,818     ",510     ,2.5
CN1605900000000,16,059,"Lemhi County, ID",May-19,"3,550     ","3,415     ",135     ,3.8
CN1606100000000,16,061,"Lewis County, ID",May-19,"1,690     ","1,623     ",67     ,4.0
CN1606300000000,16,063,"Lincoln County, ID",May-19,"2,613     ","2,535     ",78     ,3.0
CN1606500000000,16,065,"Madison County, ID",May-19,"22,353     ","21,961     ",392     ,1.8
CN1606700000000,16,067,"Minidoka County, ID",May-19,"11,505     ","11,233     ",272     ,2.4
CN1606900000000,16,069,"Nez Perce County, ID",May-19,"20,989     ","20,486     ",503     ,2.4
CN1607100000000,16,071,"Oneida County, ID",May-19,"2,335     ","2,291     ",44     ,1.9
CN1607300000000,16,073,"Owyhee County, ID",May-19,"5,488     ","5,331     ",157     ,2.9
CN1607500000000,16,075,"Payette County, ID",May-19,"11,583     ","11,224     ",359     ,3.1
CN1607700000000,16,077,"Power County, ID",May-19,"4,120     ","4,020     ",100     ,2.4
CN1607900000000,16,079,"Shoshone County, ID",May-19,"5,051     ","4,777     ",274     ,5.4
CN1608100000000,16,081,"Teton County, ID",May-19,"6,466     ","6,318     ",148     ,2.3
CN1608300000000,16,083,"Twin Falls County, ID",May-19,"41,064     ","40,010     ","1,054     ",2.6
CN1608500000000,16,085,"Valley County, ID",May-19,"5,339     ","5,144     ",195     ,3.7
CN1608700000000,16,087,"Washington County, ID",May-19,"4,576     ","4,410     ",166     ,3.6
CN1700100000000,17,001,"Adams County, IL",May-19,"32,354     ","31,453     ",901     ,2.8
CN1700300000000,17,003,"Alexander County, IL",May-19,"2,043     ","1,940     ",103     ,5.0
CN1700500000000,17,005,"Bond County, IL",May-19,"7,871     ","7,633     ",238     ,3.0
CN1700700000000,17,007,"Boone County, IL",May-19,"26,116     ","24,912     ","1,204     ",4.6
CN1700900000000,17,009,"Brown County, IL",May-19,"3,010     ","2,949     ",61     ,2.0
CN1701100000000,17,011,"Bureau County, IL",May-19,"17,671     ","17,038     ",633     ,3.6
CN1701300000000,17,013,"Calhoun County, IL",May-19,"2,348     ","2,252     ",96     ,4.1
CN1701500000000,17,015,"Carroll County, IL",May-19,"7,359     ","7,124     ",235     ,3.2
CN1701700000000,17,017,"Cass County, IL",May-19,"6,205     ","5,988     ",217     ,3.5
CN1701900000000,17,019,"Champaign County, IL",May-19,"109,337     ","105,800     ","3,537     ",3.2
CN1702100000000,17,021,"Christian County, IL",May-19,"14,831     ","14,252     ",579     ,3.9
CN1702300000000,17,023,"Clark County, IL",May-19,"7,823     ","7,538     ",285     ,3.6
CN1702500000000,17,025,"Clay County, IL",May-19,"6,633     ","6,372     ",261     ,3.9
CN1702700000000,17,027,"Clinton County, IL",May-19,"20,589     ","20,072     ",517     ,2.5
CN1702900000000,17,029,"Coles County, IL",May-19,"23,121     ","22,314     ",807     ,3.5
CN1703100000000,17,031,"Cook County, IL",May-19,"2,577,163     ","2,487,042     ","90,121     ",3.5
CN1703300000000,17,033,"Crawford County, IL",May-19,"8,747     ","8,409     ",338     ,3.9
CN1703500000000,17,035,"Cumberland County, IL",May-19,"6,170     ","6,008     ",162     ,2.6
CN1703700000000,17,037,"DeKalb County, IL",May-19,"55,303     ","53,399     ","1,904     ",3.4
CN1703900000000,17,039,"De Witt County, IL",May-19,"7,525     ","7,258     ",267     ,3.5
CN1704100000000,17,041,"Douglas County, IL",May-19,"10,305     ","10,010     ",295     ,2.9
CN1704300000000,17,043,"DuPage County, IL",May-19,"504,588     ","491,146     ","13,442     ",2.7
CN1704500000000,17,045,"Edgar County, IL",May-19,"9,139     ","8,845     ",294     ,3.2
CN1704700000000,17,047,"Edwards County, IL",May-19,"2,738     ","2,652     ",86     ,3.1
CN1704900000000,17,049,"Effingham County, IL",May-19,"19,444     ","18,910     ",534     ,2.7
CN1705100000000,17,051,"Fayette County, IL",May-19,"10,197     ","9,837     ",360     ,3.5
CN1705300000000,17,053,"Ford County, IL",May-19,"6,612     ","6,392     ",220     ,3.3
CN1705500000000,17,055,"Franklin County, IL",May-19,"16,514     ","15,752     ",762     ,4.6
CN1705700000000,17,057,"Fulton County, IL",May-19,"15,346     ","14,663     ",683     ,4.5
CN1705900000000,17,059,"Gallatin County, IL",May-19,"2,411     ","2,311     ",100     ,4.1
CN1706100000000,17,061,"Greene County, IL",May-19,"6,153     ","5,929     ",224     ,3.6
